feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
creatinine	BMI	BMI	-0.00158819402795742	0.00120530452797904	0.190995895092226	0.414574760286657	CPLM	1.99	96	96	0
theanine	Group	non-COVID-19	-0.8442490329531	0.640840525315457	0.191083096583595	0.414574760286657	CPLM	1.672	96	28	71
indolepropionate	Group	non-Severe	0.771600240159188	0.586101569416928	0.191387946086074	0.41484088837505	CPLM	1.81	96	83	14
N-acetyl-1-methylhistidine*	Age	Age	0.0232455400868309	0.0176570548781316	0.191386017725698	0.41484088837505	CPLM	1.733	96	86	10
beta-alanine	Sex	Male	0.114652260677704	0.0872420091107727	0.19216053839459	0.41631736053709	CPLM	1.762	96	96	0
paraxanthine	Group	Severe	-0.812242462475982	0.619309057588944	0.193052068031575	0.418049984696051	CPLM	1.394	96	42	56
5-methylthioadenosine (MTA)	Group	Severe	-0.260139222115799	0.198475393037878	0.193335499869331	0.418265969788567	CPLM	1.654	96	95	1
N-carbamoylvaline	BMI	BMI	0.00831667154431592	0.00634524132285355	0.193333225069501	0.418265969788567	CPLM	1.719	96	92	4
2-methylcitrate/homocitrate	Group	Severe	0.23272685166413	0.177616532600426	0.1934737221817	0.418366253948463	CPLM	1.512	96	95	1
3-methylhistidine	Age	Age	-0.0164462511905035	0.0125600374266451	0.193765506759902	0.418465921515458	CPLM	1.457	96	74	23
gamma-glutamyl-epsilon-lysine	Age	Age	-0.00349144391212748	0.00266677388882063	0.193823560489641	0.418465921515458	CPLM	1.99	96	96	0
hippurate	Sex	Male	-0.385338737109884	0.294185853733321	0.193618237651976	0.418465921515458	CPLM	1.99	96	96	0
isoursodeoxycholate sulfate (1)	BMI	BMI	-0.00787958628293589	0.00601931828909922	0.193887372507162	0.418465921515458	CPLM	1.551	96	77	20
N-acetylthreonine	Age	Age	0.00539732258966769	0.00412402451720217	0.193988000265125	0.418484771770431	CPLM	1.99	96	96	0
bilirubin degradation product, C17H20N2O5 (2)	Group	non-COVID-19	0.617100090170263	0.471724970508793	0.194181629048972	0.418704137636845	CPLM	1.864	96	95	1
3-hydroxyisobutyrate	BMI	BMI	0.00298619936714834	0.00228354429880739	0.194341733854281	0.418851044000187	CPLM	1.23	96	94	2
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	Sex	Male	0.289964256557837	0.22214941674169	0.195166436218629	0.420032112731397	CPLM	1.99	96	96	0
deoxycarnitine	BMI	BMI	-0.00299629731820069	0.00229515708225624	0.195091867890312	0.420032112731397	CPLM	1.99	96	96	0
gluconate	Group	non-Severe	0.205280992198383	0.157237995024016	0.195072769874716	0.420032112731397	CPLM	1.99	96	96	0
leucylalanine	Sex	Male	-0.313116697587616	0.239943017558655	0.195269516243489	0.420055444956471	CPLM	1.552	96	90	6
gamma-glutamylleucine	BMI	BMI	0.00178481066325404	0.00136800094635437	0.195363624825741	0.420059465276877	CPLM	1.99	96	96	0
2,6-dihydroxybenzoic acid	BMI	BMI	-0.00457642624935342	0.00351078380451037	0.195754413488616	0.420074632019196	CPLM	1.623	96	95	1
3-hydroxyhexanoate	Age	Age	-0.00688300385486453	0.00527874662864971	0.195627158940172	0.420074632019196	CPLM	1.99	96	96	0
eugenol sulfate	Age	Age	-0.0282442220449918	0.0216751140785881	0.195911618890193	0.420074632019196	CPLM	1.703	96	61	36
Fibrinopeptide B (1-13)	Age	Age	0.0150695780233793	0.011561882584929	0.19580524005382	0.420074632019196	CPLM	1.773	96	90	6
pentose acid*	Group	Severe	-0.358088283799518	0.274726996978631	0.195788683901372	0.420074632019196	CPLM	1.639	96	94	2
sphingomyelin (d18:0/20:0, d16:0/22:0)*	Age	Age	-0.0071443264531103	0.00548397888575298	0.196016379675185	0.420074632019196	CPLM	1.086	96	88	8
tartarate	Sex	Male	0.431847239457955	0.331474413737085	0.19600146687213	0.420074632019196	CPLM	1.739	96	94	2
6-oxopiperidine-2-carboxylate	Sex	Male	0.339277352730107	0.260539307326169	0.196203997552029	0.420081337495034	CPLM	1.605	96	91	5
glycerate	Sex	Male	-0.085477193583425	0.0656285021317102	0.196126305765406	0.420081337495034	CPLM	1.99	96	96	0
1-methylhistidine	Group	non-Severe	-0.222053385185346	0.170754685492442	0.196813283750071	0.421187826220782	CPLM	1.99	96	96	0
threonine	Sex	Male	-0.0986241351430561	0.0758787261460569	0.197039638922306	0.421474173627141	CPLM	1.99	96	96	0
1-myristoylglycerol (14:0)	BMI	BMI	0.00646970840611817	0.00497938429833234	0.197197112289646	0.421612980923498	CPLM	1.195	96	82	15
1-arachidonoyl-GPI* (20:4)*	Age	Age	-0.00478207319143817	0.00368506949983763	0.197747670032253	0.421832521329587	CPLM	1.99	96	96	0
aspartate	Age	Age	-0.00436225032912277	0.00336089376715066	0.197660471520839	0.421832521329587	CPLM	1.62	96	96	0
dihomolinoleate (20:2n6)	Sex	Male	-0.160477172464436	0.123594402255423	0.197498236860798	0.421832521329587	CPLM	1.99	96	96	0
glutamine conjugate of C6H10O2 (1)*	Group	non-Severe	0.610382205207981	0.470377195937536	0.197762940939541	0.421832521329587	CPLM	1.58	96	83	14
pseudouridine	Sex	Male	0.178334311829559	0.137389430182737	0.197634099232559	0.421832521329587	CPLM	1.99	96	96	0
sarcosine	BMI	BMI	-0.00337200598480796	0.00259910838265451	0.197856694953955	0.421834919859697	CPLM	1.99	96	96	0
3-hydroxypyridine sulfate	BMI	BMI	-0.0105835708713963	0.0081606251346761	0.198015425844711	0.421975783480024	CPLM	1.587	96	71	26
4-methylguaiacol sulfate	Age	Age	-0.0194971381429932	0.0150400124539781	0.198205888588241	0.422184105065879	CPLM	1.33	96	53	45
3-hydroxybutyroylglycine	Group	non-Severe	0.365376802177147	0.282361987529077	0.199012805529813	0.423308882009701	CPLM	1.561	96	93	3
N2,N5-diacetylornithine	Group	non-Severe	-0.7591170832071	0.586616791540915	0.198992788699472	0.423308882009701	CPLM	1.697	96	84	12
palmitoyl sphingomyelin (d18:1/16:0)	Group	non-COVID-19	0.0817732683532851	0.0631823068717718	0.198929668327455	0.423308882009701	CPLM	1.99	96	96	0
1-methylnicotinamide	Age	Age	0.0152359676260781	0.0117871901058794	0.199499705779041	0.423617564949433	CPLM	1.445	96	73	24
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	Age	Age	-0.00359656206232569	0.00278109289806164	0.199282027731381	0.423617564949433	CPLM	1.486	96	96	0
2-palmitoyl-GPC* (16:0)*	BMI	BMI	0.00274243772394975	0.00212181040557207	0.199530012476182	0.423617564949433	CPLM	1.99	96	96	0
4-guanidinobutanoate	Group	non-Severe	0.161415680882872	0.124850678114697	0.199402229699271	0.423617564949433	CPLM	1.883	96	96	0
perfluorooctanoate (PFOA)	BMI	BMI	-0.0041286569187071	0.003198389965922	0.200097162752134	0.424623708841202	CPLM	1.99	96	96	0
hydroquinone sulfate	Group	non-COVID-19	-0.786197086494289	0.609399688348794	0.200351929732484	0.424966319516409	CPLM	1.511	96	58	40
N-acetyl-2-aminooctanoate*	Age	Age	0.00938869416607024	0.00728025260879704	0.200526968293067	0.425073044247442	CPLM	1.386	96	92	4
stachydrine	Group	Severe	0.378344672502786	0.293419657740513	0.200588926677153	0.425073044247442	CPLM	1.99	96	96	0
1-carboxyethylvaline	Group	Severe	-0.191151442570533	0.14831261438555	0.200793273968141	0.425192907042694	CPLM	1.99	96	96	0
5-hydroxylysine	BMI	BMI	-0.00500365144085763	0.0038826251959039	0.200832222891707	0.425192907042694	CPLM	1.99	96	96	0
3-hydroxypyridine sulfate	Age	Age	-0.0204672477420056	0.0158853570065176	0.200934065029444	0.42521084207439	CPLM	1.587	96	71	26
1-stearoyl-GPE (18:0)	Age	Age	0.00479581482641707	0.0037241485074513	0.201167424846194	0.425506945076437	CPLM	1.573	96	96	0
N,N-dimethyl-pro-pro	Sex	Male	0.176369290983198	0.137010752909077	0.201339216497024	0.425672605351646	CPLM	1.99	96	96	0
ribonate	Age	Age	0.00608474539569407	0.00473437501044466	0.202047563783162	0.426948661651709	CPLM	1.99	96	96	0
xanthine	Sex	Male	-0.104633368999212	0.0814274468862131	0.202130284260229	0.426948661651709	CPLM	1.99	96	96	0
methyl glucopyranoside (alpha + beta)	Sex	Male	-0.267824884113983	0.208589153239024	0.202480553412377	0.427490236550749	CPLM	1.301	96	87	9
indolelactate	Group	Severe	-0.222873954553141	0.173691047972949	0.202766223194954	0.427894986297413	CPLM	1.99	96	96	0
gamma-glutamylisoleucine*	BMI	BMI	0.00191817435768026	0.00149607260653244	0.203123289917686	0.428449959372461	CPLM	1.99	96	96	0
1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	Age	Age	0.0108600751643646	0.00848023911233461	0.203649908778491	0.429133330987875	CPLM	1.174	96	86	10
hexadecadienoate (16:2n6)	Group	Severe	0.23571368739627	0.184035270470846	0.203589041952447	0.429133330987875	CPLM	1.99	96	96	0
thyroxine	Group	non-COVID-19	-0.130503305469096	0.101923511722901	0.203729965216466	0.429133330987875	CPLM	1.029	96	96	0
vanillactate	Age	Age	0.0214944501583414	0.016798685089636	0.204035502744857	0.429578215210393	CPLM	1.535	96	66	31
gamma-glutamylalanine	Group	non-Severe	-0.16059402962542	0.125606661974483	0.204380666385561	0.430106078890871	CPLM	1.025	96	94	2
orotidine	Age	Age	0.0109564130437811	0.00857474608155389	0.204659116399916	0.430493125212571	CPLM	1.438	96	88	8
cysteine s-sulfate	BMI	BMI	-0.00310395160929443	0.00243040295564623	0.20487657594074	0.430751582102553	CPLM	1.043	96	89	7
creatinine	Group	non-COVID-19	0.0990411329666732	0.0776350587728617	0.205371666864106	0.431394174768975	CPLM	1.99	96	96	0
vanillic alcohol sulfate	Age	Age	-0.0405480229864155	0.0317783500171899	0.205288298806912	0.431394174768975	CPLM	1.552	96	17	82
3-hydroxydecanoate	Group	non-Severe	-0.161686565157099	0.126847115268922	0.205748550596115	0.431986583409271	CPLM	1.99	96	96	0
tetradecadienedioate (C14:2-DC)*	Group	Severe	0.395491625720439	0.310461748647065	0.20602188827	0.432361142479991	CPLM	1.424	96	90	6
pyroglutamine*	Group	non-COVID-19	0.221918945240469	0.174245134227079	0.206120707548398	0.432369277832982	CPLM	1.99	96	96	0
N6-carboxymethyllysine	Group	Severe	-0.237114918984245	0.186379511603237	0.206610493874309	0.433197140471273	CPLM	1.178	96	92	4
eugenol sulfate	Group	non-COVID-19	0.866252479693735	0.681102040540369	0.206743505420702	0.433276541042742	CPLM	1.703	96	61	36
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	Group	Severe	-0.264129791485942	0.207725661069534	0.206852366320648	0.433305278851992	CPLM	1.99	96	96	0
Fibrinopeptide A (3-15)	BMI	BMI	-0.00731252203030774	0.00575588792495982	0.207238308038233	0.433714731068986	CPLM	1.644	96	90	6
linoleoylcholine*	Group	non-COVID-19	-0.159165251308964	0.125274524917802	0.20720654834005	0.433714731068986	CPLM	1.079	96	94	2
1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	Age	Age	0.0026825033212523	0.00211479244684996	0.207946015791561	0.434796214836901	CPLM	1.99	96	96	0
N6-carboxymethyllysine	Group	non-Severe	-0.216752680410972	0.170857639374305	0.207886292924924	0.434796214836901	CPLM	1.178	96	92	4
6-oxopiperidine-2-carboxylate	Age	Age	0.0123373311807105	0.00973430427230312	0.208315735071759	0.435096560699751	CPLM	1.605	96	91	5
adipate	Age	Age	-0.00464646832096296	0.00366521180109269	0.208204037424056	0.435096560699751	CPLM	1.99	96	96	0
caproate (6:0)	Age	Age	-0.00226107294008113	0.00178425362282009	0.208376284340394	0.435096560699751	CPLM	1.99	96	96	0
Fibrinopeptide B (1-9)	BMI	BMI	-0.00248003634802805	0.00195858909158871	0.208732770983312	0.43541962249302	CPLM	1.113	96	94	2
N-linoleoylserine*	BMI	BMI	0.00344306324608271	0.00271887226853103	0.208689684423953	0.43541962249302	CPLM	1.489	96	95	1
succinylcarnitine (C4-DC)	Group	non-Severe	-0.72178301197844	0.570129923351163	0.208817842671224	0.43541962249302	CPLM	1.34	96	64	33
6-hydroxyindole sulfate	Sex	Male	-0.255423995773695	0.201903380880748	0.209144859922635	0.435702512391437	CPLM	1.512	96	92	4
heptenedioate (C7:1-DC)*	Group	non-Severe	0.765315608478544	0.604848457040866	0.209065990748716	0.435702512391437	CPLM	1.137	96	49	49
adrenate (22:4n6)	Group	Severe	-0.296995223632459	0.23511222641858	0.209814310853045	0.436897289266012	CPLM	1.469	96	94	2
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	Group	non-COVID-19	-0.131986744956405	0.104662954473545	0.210581244849334	0.43824961167215	CPLM	1.99	96	96	0
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	BMI	BMI	-0.0017901651829384	0.00141994853303653	0.210702897699529	0.43824961167215	CPLM	1.486	96	96	0
indole-3-carboxylate	Group	Severe	0.119062503744465	0.0944500271989224	0.210752448300836	0.43824961167215	CPLM	1.99	96	96	0
galactonate	Age	Age	0.00976645689192076	0.00775484478207851	0.211178520092186	0.438935180511097	CPLM	1.639	96	94	2
alpha-ketoglutarate	Group	non-Severe	-0.395579974311875	0.314352406836443	0.211539584165136	0.43940639943909	CPLM	1.99	96	96	0
erythritol	Group	Severe	0.465526470391754	0.370062981435612	0.211694694854933	0.43940639943909	CPLM	1.807	96	95	1
glycerol 3-phosphate	Sex	Male	-0.106381115171202	0.084558947772543	0.211656916650551	0.43940639943909	CPLM	1.074	96	94	2
5alpha-androstan-3beta,17beta-diol monosulfate (2)	Group	non-COVID-19	0.359144930640854	0.285577910764047	0.211823593885227	0.439473643076684	CPLM	1.396	96	88	8
2-oleoylglycerol (18:1)	Group	non-Severe	-0.335810966644516	0.267216568001543	0.212150747503871	0.439951959987535	CPLM	1.254	96	88	8
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	BMI	BMI	-0.00187869676130983	0.00149805918975075	0.213094231333004	0.441105058859318	CPLM	1.616	96	96	0
imidazole lactate	BMI	BMI	-0.00224340031279704	0.00178788580729787	0.212844325438796	0.441105058859318	CPLM	1.99	96	96	0
N2-acetyl,N6,N6-dimethyllysine	BMI	BMI	0.00703410051450171	0.00560832037081831	0.213044050924858	0.441105058859318	CPLM	1.752	96	94	2
S-1-pyrroline-5-carboxylate	Sex	Male	0.0900270603110375	0.0717666561926552	0.212966134446684	0.441105058859318	CPLM	1.737	96	96	0
1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	Sex	Male	0.114006868616688	0.0910682902970115	0.213892531960465	0.442096916577107	CPLM	1.99	96	96	0
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	Group	non-Severe	-0.196488101256233	0.156966087488514	0.213927466734794	0.442096916577107	CPLM	1.99	96	96	0
1-stearoyl-GPS (18:0)*	Sex	Male	-0.501525628428503	0.400826875052978	0.214130472620973	0.442096916577107	CPLM	1.21	96	34	65
histidine betaine (hercynine)*	Age	Age	-0.00666084253252829	0.00531965738797456	0.213807144078779	0.442096916577107	CPLM	1.99	96	96	0
isoursodeoxycholate	Age	Age	-0.0149786912055163	0.0119696339698428	0.214071173618145	0.442096916577107	CPLM	1.765	96	92	4
N1-Methyl-2-pyridone-5-carboxamide	Age	Age	0.0109223464015487	0.00872979255766464	0.214155862531642	0.442096916577107	CPLM	1.99	96	96	0
etiocholanolone glucuronide	Age	Age	-0.0112623858156543	0.0090138395704196	0.214774696065022	0.443173523280521	CPLM	1.322	96	82	15
prolylhydroxyproline	Group	non-Severe	0.304418505981783	0.243715156127877	0.214912939574753	0.443257937872929	CPLM	1.99	96	96	0
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	Sex	Male	-0.106115525499789	0.0852169336040717	0.216312205672814	0.445538572878333	CPLM	1.99	96	96	0
N6-carboxymethyllysine	Sex	Male	0.164901566121659	0.132370309858835	0.216122247524886	0.445538572878333	CPLM	1.178	96	92	4
N-palmitoylserine	BMI	BMI	0.00321326493818197	0.00258033539196546	0.21629401242959	0.445538572878333	CPLM	1.99	96	96	0
caprate (10:0)	Group	Severe	0.433901578606499	0.348903486811418	0.216907102410989	0.446561909755715	CPLM	1.99	96	96	0
4-hydroxyhippurate	Group	non-Severe	-0.475276334704338	0.382261313168716	0.217012127889998	0.446576245102147	CPLM	1.99	96	96	0
mannonate*	Group	non-Severe	0.235699895500672	0.189667346191051	0.217242021653431	0.446847410392829	CPLM	1.99	96	96	0
1-oleoyl-GPI (18:1)	Sex	Male	0.159559372921481	0.128524195089341	0.217692913187343	0.447117472080745	CPLM	1.99	96	96	0
isocaproate (i6:0)	Sex	Male	0.275535630539574	0.221978012893069	0.217766041518466	0.447117472080745	CPLM	1.534	96	92	4
linoleoylcholine*	Sex	Male	-0.137056305816553	0.110374320503171	0.217594658711883	0.447117472080745	CPLM	1.079	96	94	2
N-acetylhistidine	Group	non-Severe	-0.330336461518153	0.266010504862768	0.217566569796427	0.447117472080745	CPLM	1.135	96	82	15
vanillic acid glycine	Age	Age	-0.01845211755169	0.0148712888495566	0.217944847802253	0.447282936859604	CPLM	1.228	96	46	52
Fibrinopeptide A (3-15)	Sex	Male	0.378429072227161	0.305192751188539	0.21824677823137	0.447700823452999	CPLM	1.644	96	90	6
dopamine 3-O-sulfate	Group	non-Severe	-0.446337850044841	0.360330801023051	0.218717708195882	0.448464855076113	CPLM	1.497	96	88	8
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	Sex	Male	-0.113080028734576	0.0914120990683845	0.219327949785989	0.449311508468463	CPLM	1.575	96	96	0
2R,3R-dihydroxybutyrate	Sex	Male	0.161734498620108	0.130732403493606	0.219288812294878	0.449311508468463	CPLM	1.99	96	96	0
gamma-glutamylthreonine	Group	non-COVID-19	0.134730471054612	0.109091723027053	0.220073523015757	0.450636161786762	CPLM	1.99	96	96	0
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	Group	non-COVID-19	-0.160228679538204	0.129767485305186	0.220178494846443	0.450648478890203	CPLM	1.99	96	96	0
Fibrinopeptide A (5-16)*	Group	non-COVID-19	0.531662163213668	0.430725798107799	0.220325442881017	0.450746660772755	CPLM	1.452	96	73	24
tyramine O-sulfate	Group	non-COVID-19	-0.480740935844433	0.389560214884347	0.220429074379117	0.450756176345981	CPLM	1.649	96	71	26
taurochenodeoxycholate	Group	Severe	0.705289874883601	0.57249494053634	0.221209645323149	0.452149337882236	CPLM	1.99	96	96	0
(R)-3-hydroxybutyrylcarnitine	Group	non-COVID-19	0.818191522012761	0.664992609019973	0.221798110233645	0.452900098114484	CPLM	1.489	96	42	56
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	BMI	BMI	-0.00205447995409114	0.00167007854847494	0.221875300591439	0.452900098114484	CPLM	1.332	96	96	0
Fibrinopeptide B (1-11)	Group	non-COVID-19	0.29003213799134	0.235702136286024	0.221751207375928	0.452900098114484	CPLM	1.355	96	93	3
eicosapentaenoate (EPA; 20:5n3)	Age	Age	-0.0105210838251728	0.00856570110923283	0.222579950416822	0.453931524495391	CPLM	1.99	96	96	0
N-acetyltaurine	Group	Severe	-0.41097392371237	0.334582693228423	0.222565978342962	0.453931524495391	CPLM	1.99	96	96	0
eicosenoate (20:1n9 or 1n11)	Group	non-Severe	-0.331882168565885	0.27026148986324	0.222683260279891	0.453938928968049	CPLM	1.99	96	96	0
5alpha-androstan-3beta,17beta-diol disulfate	Age	Age	-0.00837075587237496	0.00682364881706416	0.223160546223681	0.454708334453083	CPLM	1.795	96	96	0
N-acetyl-beta-alanine	Sex	Male	0.117984484708689	0.0962015288267475	0.223271605496846	0.454731167903683	CPLM	1.105	96	94	2
N-acetylhistidine	Group	non-COVID-19	0.26737990628408	0.218086386600046	0.223422460601649	0.454834995788962	CPLM	1.135	96	82	15
2,3-dihydroxy-2-methylbutyrate	Age	Age	0.00782369216562125	0.00639357190885925	0.224302404492584	0.456422319061316	CPLM	1.278	96	92	4
linolenate (18:3n3 or 3n6)	Age	Age	-0.00774479177439488	0.00633100257757429	0.22444096847504	0.456500299435164	CPLM	1.99	96	96	0
(R)-3-hydroxybutyrylcarnitine	Sex	Male	-0.588659362914256	0.482442577499519	0.22562572773593	0.458705162548851	CPLM	1.489	96	42	56
nicotinamide	Group	Severe	0.196195976355191	0.160872563407552	0.22584859830901	0.45895337648337	CPLM	1.99	96	96	0
1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	Age	Age	0.00338990670694772	0.0027823149292503	0.226300887294594	0.459667368750929	CPLM	1.99	96	96	0
Fibrinopeptide A (5-16)*	Sex	Male	0.346329010579572	0.284530256273745	0.226747435509613	0.460369068796601	CPLM	1.452	96	73	24
3-hydroxy-2-ethylpropionate	BMI	BMI	-0.00181527485247551	0.00149215456657882	0.2269934052463	0.460624260558919	CPLM	1.99	96	96	0
levulinate (4-oxovalerate)	Sex	Male	0.162304651386489	0.133438047167759	0.227075420499511	0.460624260558919	CPLM	1.227	96	94	2
2-hydroxyglutarate	BMI	BMI	-0.00345177834832832	0.00283890664532163	0.227244692679262	0.460655221311729	CPLM	1.043	96	93	3
cytidine	Sex	Male	0.162714422526085	0.133838100896836	0.227292991279634	0.460655221311729	CPLM	1.99	96	96	0
N-acetylglutamate	BMI	BMI	-0.00437531845703987	0.00359990736431978	0.227428798291346	0.460725421449639	CPLM	1.158	96	90	6
methylsuccinate	Sex	Male	0.10857759459881	0.0894561340394444	0.228053461935701	0.461785444933385	CPLM	1.99	96	96	0
glutamate	Age	Age	-0.00358072209225386	0.00295153759445549	0.228274212077009	0.461821751132251	CPLM	1.99	96	96	0
N-acetylcitrulline	BMI	BMI	0.00839486138969244	0.0069196872313571	0.228269145783185	0.461821751132251	CPLM	1.264	96	62	35
3-methylxanthine	Group	non-Severe	-0.761385961528985	0.628280718467604	0.228774933922801	0.462218744048109	CPLM	1.306	96	32	67
palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Age	Age	0.00362712446020005	0.00299172224623021	0.228572926585794	0.462218744048109	CPLM	1.99	96	96	0
sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	Group	non-COVID-19	-0.109675353446221	0.0904901582823229	0.22871481075722	0.462218744048109	CPLM	1.832	96	96	0
3-hydroxyadipate	Sex	Male	0.324794983930275	0.268216572196093	0.229123050688906	0.462716795049791	CPLM	1.681	96	93	3
(14 or 15)-methylpalmitate (a17:0 or i17:0)	BMI	BMI	0.00172764265908424	0.00142734260331291	0.229333636229313	0.462936781643746	CPLM	1.99	96	96	0
prolylglycine	BMI	BMI	-0.00347172814805894	0.00286921701521646	0.22948614286617	0.463039386181896	CPLM	1.196	96	91	5
1-arachidonoyl-GPC* (20:4)*	Age	Age	-0.00370202515550484	0.00306225068559439	0.229894374435195	0.463247336804371	CPLM	1.923	96	96	0
3-methylxanthine	Sex	Male	0.677983964366434	0.560680461929593	0.229782242867242	0.463247336804371	CPLM	1.306	96	32	67
N-acetyltryptophan	Age	Age	0.00631169636182212	0.00522027273562444	0.229836612798815	0.463247336804371	CPLM	1.99	96	96	0
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	BMI	BMI	-0.0064956874255398	0.00537529145134109	0.230081180380404	0.463418706524706	CPLM	1.312	96	78	19
2,3-dihydroxyisovalerate	Age	Age	0.0119065875475281	0.00986139235081005	0.230479366589337	0.463902837282932	CPLM	1.755	96	94	2
behenoyl sphingomyelin (d18:1/22:0)*	Group	Severe	0.114695699675652	0.0950038447894759	0.230525279045076	0.463902837282932	CPLM	1.99	96	96	0
glycolithocholate sulfate*	Sex	Male	-0.420720783145705	0.348617888819274	0.230697430805274	0.464044213731104	CPLM	1.99	96	96	0
gamma-CEHC glucuronide*	Group	non-Severe	-0.539709725673693	0.447410613256334	0.230900161110628	0.464246946444945	CPLM	1.384	96	69	28
glycitein sulfate (2)	Group	Severe	-1.02649528209601	0.852026766879432	0.231486460030826	0.465220361421174	CPLM	1.439	96	28	71
hydroxyasparagine	BMI	BMI	-0.00195536577846285	0.00162341509800414	0.231598686577232	0.465240590504064	CPLM	1.99	96	96	0
N-acetylalanine	Group	Severe	0.119686811629448	0.0996347933832651	0.232839276583037	0.46733330123069	CPLM	1.99	96	96	0
valylglycine	Group	non-COVID-19	0.335857349823965	0.279592547110462	0.232845687415994	0.46733330123069	CPLM	1.756	96	95	1
dodecenedioate (C12:1-DC)*	Group	non-Severe	0.142901609431145	0.118992228223573	0.232963879690481	0.467364541017821	CPLM	1.99	96	96	0
gamma-glutamylvaline	BMI	BMI	0.0018691504993316	0.00155694471158566	0.233121260198146	0.467474336830628	CPLM	1.99	96	96	0
perfluorooctanoate (PFOA)	Group	non-COVID-19	-0.247010513108926	0.20592551175265	0.233511812332176	0.46805140552849	CPLM	1.99	96	96	0
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	Age	Age	0.00579654819744772	0.00483383419024483	0.23364806177569	0.468118466047731	CPLM	1.99	96	96	0
cis-4-decenoylcarnitine (C10:1)	Group	non-Severe	0.200475666807453	0.167418592404404	0.234310131055238	0.468743252619251	CPLM	1.99	96	96	0
glycerate	Group	Severe	-0.109544819268112	0.0914937452058777	0.234371626309626	0.468743252619251	CPLM	1.99	96	96	0
myristoleate (14:1n5)	Sex	Male	-0.18773539350544	0.156768920868561	0.234279986717346	0.468743252619251	CPLM	1.99	96	96	0
vanillylmandelate (VMA)	Group	non-COVID-19	0.513104825367595	0.428269239775719	0.234063046657404	0.468743252619251	CPLM	1.656	96	90	6
1-palmitoleoylglycerol (16:1)*	Group	Severe	-0.388379649142495	0.32452865522865	0.23458220903389	0.468958463538339	CPLM	1.21	96	82	15
lysine	Sex	Male	-0.0707781763693737	0.059207063777512	0.235092815688039	0.469773006864119	CPLM	1.99	96	96	0
3-methoxytyrosine	Sex	Male	0.156545795000719	0.13099659064703	0.235247284705532	0.469875497609207	CPLM	1.411	96	94	2
5,6-dihydrouridine	Group	non-Severe	0.214406165526066	0.179590344425939	0.235704223795899	0.470375563175514	CPLM	1.99	96	96	0
glycoursodeoxycholic acid sulfate (2)	BMI	BMI	-0.0103234766072446	0.00864660807712476	0.235676492271275	0.470375563175514	CPLM	1.373	96	48	50
acetylcarnitine (C2)	Group	non-Severe	0.508975598993974	0.427303859598367	0.236768477708489	0.472292443050574	CPLM	1.99	96	96	0
1-methylhistamine	Group	Severe	-0.897184796522498	0.753608181755725	0.237008249942058	0.472298307822122	CPLM	1.114	96	28	71
gamma-glutamylthreonine	Age	Age	0.00394862468079241	0.0033179948755178	0.237186260428018	0.472298307822122	CPLM	1.99	96	96	0
glycerophosphoethanolamine	Group	non-COVID-19	-0.111153587862864	0.0933819421440331	0.237089365769995	0.472298307822122	CPLM	1.106	96	96	0
isovalerylglycine	BMI	BMI	0.00148764879390866	0.00124962577468851	0.237025240856255	0.472298307822122	CPLM	1.99	96	96	0
catechol sulfate	Group	Severe	-0.493739969168005	0.415466554748394	0.237837798995183	0.473103388197428	CPLM	1.736	96	93	3
gamma-glutamyltyrosine	Group	Severe	0.157851940886865	0.132845794174558	0.237902230779998	0.473103388197428	CPLM	1.99	96	96	0
glucose	BMI	BMI	-0.0016106456407318	0.00135548091928574	0.237897431808922	0.473103388197428	CPLM	1.99	96	96	0
4-hydroxyhippurate	Group	Severe	-0.504364722022344	0.424721328515882	0.238182604126683	0.473454203052342	CPLM	1.99	96	96	0
vanillic alcohol sulfate	Sex	Male	-0.941029581875776	0.792644760845551	0.238306950000937	0.473494699085631	CPLM	1.552	96	17	82
betaine	Group	non-Severe	0.12122914624591	0.102193905593204	0.238674475054837	0.473811490584013	CPLM	1.99	96	96	0
